,TWEET,USER NAME,USER LOCATION
15,"@aqarchain_io 
Great future and very experienced
team always working behind this project so I think this projects W… https://t.co/xA1iVxdF2d",sabuj440,
16,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",fushiguroarr,sunny high
17,RT @DougJMillerJr: It was great to contribute to @gbaglobal's #blockchain #infrastructure event Monday in DC! We @energywebx are #cleanener…,CryptoWarrio12,ₑₓₚₑcₜ cₕₐₒₛ
18,"@nf4mation A good project and strong team in a predictable and transparent road map, planned and projected, this is… https://t.co/5bsIDzDOQf",imhmdrzu,
19,"RT @Sheraj99: Python 3 Reference Cheat Sheet
#Coding #programming #database #DataScientists #Analytics #BigData #Python #DataScience #Tech…",hernangraffe,Caracas
20,"RT @CardanoStiftung: How High Can Cardano’s #ADA Token Go?

Hear from our CEO,  @F_Gregaard as he shares the challenges and opportunities f…",lamhouh,belguim
21,"Modern technologies, a good team, fast development dynamics, for join link. I recommend not to avoid this! &amp; i advi… https://t.co/3STqIOL3ua",james_thaxton1,
22,RT @DivergentCIO: Carbon Removal Technologies – Tech to Save the Earth https://t.co/S3tAM87oPl #ANEC #Earth #Carbon #EmergingTech #CleanAir…,openwebsolution,Kolkata
23,"RT @LiqCollectibles: Liquid Collectibles presents...
Liquid Monsters 🤯💧

An exquisite #NFTs collection with utility and own platform launch…",BhushanVishwas,Metaverse
24,RT @chainlink: .@googlecloud is officially supporting the #Chainlink Fall Hackathon! Bring your impactful #blockchain project idea to life…,crashyoudown,
25,"Looks like there’s another update for us SPOs to complete. Ideally before the end of the week. Version 1.30.1

I wi… https://t.co/WOlm7YVyPf",HUG_Pool,"Leeds, England"
26,"https://t.co/36POQXZydV Here’s How Low Cardano, Litecoin, and Polkadot Could Drop, According to #Crypto Strategist… https://t.co/ZK4LJ5pP7y",5Bilionsales,Global
27,"RT @RobbieVdg: $MRPH being $MRPH and entering another final! 
Nothing to see here ...
#blockchain #supplychain #cryptocurrency #innovation…",Mastodon_P,Humboldt
28,"RT @eisenreich: DNV x Compass Group 🇫🇮

Compass Group’s restaurants have been given #MyCare verification by DNV. The work to prevent the sp…",SplendidMite,
29,"RT @sayalook: At least could have said Linux!

#AI #Linux #Algorithm #programmers #software #programming #DEVCommunity #programmer #CodeNew…",TheSecretJunio1,
30,#Bitcoin is legal tender in El Salvador. What does this mean for #bitcoin’s future? Ask @ricedelman on @thedacfp’s… https://t.co/9lKU7jarOl,thedacfp,
31,"we are brothers

#NYC #NYCoin #NewYorkCoin #nycoincommunity #HODL #crypto #blockchain #altcoin  #BTC  #WNYC  #DeFi… https://t.co/7exeDcpwPY",nycoin2014,usa
32,"RT @VergeCanada: Until @VoiceLife_inc publicly releases an update about their #technology , and exact details about how @vergecurrency #blo…",combo_alex,
33,"RT @AImagesNFT: Have a look at our new neon creation ""Midnight Stop"" on #ab2gallery 🧐

https://t.co/8uGwhf60tO

#NFTs #ArtificialIntelligen…",the404code,
34,A pretty impressive presentation. and I also learned a lot from this presentation. This is a development project an… https://t.co/cBWf7q27WG,HydManzoor,"Punjab, Pakistan"
35,"Atari Founder Is Launching Augmented Reality NFTs on Ethereum

🕸⛓🏆 #blockchain #defi #fintech #crypto #ethereum

https://t.co/ZxYHOHELYP",finblueprint,In your heart
36,"RT @Stellar_News_: ""Anclap’s aim is to build a digital payment network on the #Stellar #blockchain connecting Latin American countries in t…",thesdony,Jakarta
37,"RT @TheCoinfluence: Be part of the next-gen launchpad changing the crypto industry, one project at a time.

Join our #ICO and be part of Co…",MHung82270498,
38,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",horanghaewins,Caratland
39,"RT @CoinDCX: #Education is never complete without inclusivity and accessibility, and #Crypto knows no boundaries.
Check out the course on B…",DGDanish07,India
40,"RT @CardanoStiftung: How High Can Cardano’s #ADA Token Go?

Hear from our CEO,  @F_Gregaard as he shares the challenges and opportunities f…",layume20,대한민국
41,"RT @CardanoStiftung: How High Can Cardano’s #ADA Token Go?

Hear from our CEO,  @F_Gregaard as he shares the challenges and opportunities f…",CryptoJuCashOut,To a City Near You !!! 
42,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",bigwiin_,
43,"RT @RunOnFlux: Watch how easy it is to swap from one chain to another chain via FUSION! 🔥 @zelcore_io

#FLUX #blockchain #DeFi #ethereum #k…",jurginutis,
44,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",Khubaib97803744,"کراچی, پاکستان"
45,"RT @CardanoStiftung: How High Can Cardano’s #ADA Token Go?

Hear from our CEO,  @F_Gregaard as he shares the challenges and opportunities f…",Cardano,
46,RT @chainlink: Play-to-earn #blockchain game @DeepSpaceBSC is integrating #Chainlink VRF to access a verifiable source of secure randomness…,crashyoudown,
47,"RT @MichaelNMarsh: Wow feeling the #ETN excitement in the air! With the new blockchain upgrade it will be the key to the partnerships, and…",scottyam7,"Torbay, England"
48,RT @chainlink: .@googlecloud is officially supporting the #Chainlink Fall Hackathon! Bring your impactful #blockchain project idea to life…,Pjincryptospace,
49,"RT @CardanoStiftung: How High Can Cardano’s #ADA Token Go?

Hear from our CEO,  @F_Gregaard as he shares the challenges and opportunities f…",Ipc0S4BpBbY9Tko,
50,"RT @Jelurida: We are glad to announce the participation of @fsarrias at the #BNEW2021 Barcelona New Economy Week!
📌 Pitch of the 4 Best Sta…",lioryaffe,Israel
51,"Hello everyone👋, here's a good opportunity to learn about @solana in the thrilling series of #learnweb3 by… https://t.co/URQVLI9Jnv",Victory01102844,Earth
52,"The dip can’t affect you if you don’t allow it, message me let me show you how to make passive income from the comf… https://t.co/4cGlX85NNT",Mrslisawillie,
53,"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 4.4M ₳D₳ / 9.17M USD 
👁️ Tx info:
➡️ https://t.co/a2njs7yzVm… https://t.co/sFqu2ZPvZF",LacedWhales,
54,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",bwintoday,
55,"RT @RealChainGames: Props to @Ledger for adding support for EIP-712 to their firmware update! 🙏

The entire #blockchain #gaming community t…",cryptoserkanss,
56,"RT @CardanoStiftung: How High Can Cardano’s #ADA Token Go?

Hear from our CEO,  @F_Gregaard as he shares the challenges and opportunities f…",cardano_journal,
57,"Trade secret metadata and #blockchain evidence: a perfect combination
https://t.co/uuDBtXJ9gs https://t.co/tJjasQDqzT",SA_Mian,"Orange County, California"
58,"#KuCoin listing means more trade  volume.
More volume can drive more demand.
More demand means a bigger bull run fo… https://t.co/Om9A9Rasv3",OzyahE,
59,"RT @moniwar_game: #Moniwar is excited to announce our partnership with @decomholdings. 🤝

#DeCom is specialized in #DEFI investment and sol…",ThuHa_Halenia95,USA
60,"RT @OfficialThemis: ⚖️ Themis Protocol (2nd Round) Airdrop is Live!🪂

🔵 Airdrop Reward: Up to 3 BUSD

🔵 Referral Reward: 700 BUSD for the t…",brianadam2105,"Kota Medan, Sumatera Utara"
61,"RT @crigatuso: The digital #workplace framework

#DigitalTransformation #Digital #Leadership #ProcessMining #automation #ArtificialIntellig…",chidambara09,Mysore  and  BERLIN
62,Hey @everyone make sure to vote on all these website for WNYC as it will give us more exposure!… https://t.co/uMcK3f4cch,nycoin2014,usa
63,RT @WannaBeCoffee: What I am going to build on #xvg smart contract? #Vergecurrency is privacy based. What about stablecoin based on verge #…,ShibaTokenSwap,ETH Blockchain
64,"RT @CardanoStiftung: How High Can Cardano’s #ADA Token Go?

Hear from our CEO,  @F_Gregaard as he shares the challenges and opportunities f…",DiscryptoOrg,
65,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",seerinlucky,
66,RT @kucoincom: The Layer-2 solutions are making waves and can really enable the global #blockchain adoption with enhanced scalability! 📈🚀…,Muthuku10609465,Salem.Tamilnadu
67,"How High Can Cardano’s #ADA Token Go?

Hear from our CEO,  @F_Gregaard as he shares the challenges and opportunitie… https://t.co/Bgr5JrU33V",CardanoStiftung,"Zug, Switzerland"
68,"RT @AddictDiaz: 1 new lambo on September 29, 2021 is about 900,000 $COTI coins

1 new lambo in 2022 is about 18,000 #COTI coins

Financial…",ShibaTokenSwap,ETH Blockchain
69,This project is  potential and higher return project. I am very happy to join this projects. I'm sure it will grow… https://t.co/00Kq2HJF92,james_thaxton1,
70,"@aqarchain_io The platform is trustworthy after reading the documents and website. The team is excellent, this docu… https://t.co/2A9F0GxfvI",nahid0097,
71,"RT @jedalbertmc: A quick update for our community:
Both Android and iOS versions of our app is now ready- We are just waiting for the appro…",bramvanosZH,
72,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",leshlamn,
73,"RT @FiatBubble: IoTeX #IOTX - Coin Overview

@iotex_io is a fast, secure and scalable #blockchain for Internet of Things.

#iotex #IoT #cry…",bubbalexone,
74,"RT @New100xGems: #GALABET | @GALABETBSC 

🎲350 BNB presale sold out in 40 min The launch is at 15:00 UTC Sep 29th🚀
🤑The first #blockchain c…",akonamanpicknav,
75,"RT @FiatBubble: IoTeX #IOTX - Coin Overview

@iotex_io is a fast, secure and scalable #blockchain for Internet of Things.

#iotex #IoT #cry…",moonerlord,
76,"RT @coinstore_en: 🌈 Hop over to #Coinstore's App to trade now!! 

💰#GNX/#USDT 
💰#MBOX/#USDT
💰#KOM/#USDT

✅Trade #BTC, #ETH, #DOGE on #Coins…",HARIKUM57971900,
77,"IoTeX #IOTX - Coin Overview

@iotex_io is a fast, secure and scalable #blockchain for Internet of Things.

#iotex… https://t.co/aYj9uYmAzz",FiatBubble,
78,RT @heather_x008: $VENT is one of the best launchpads in the #crypto space right now as it grows faster than ever before! It hit a +149% pe…,heather_x008,
79,"RT @defittoken: #DEFIT Community, 

We are excited to announce that we are now live on @0xPolygon and @QuickswapDEX !🔥 

This is a massive…",just_ferdi,WorldWide
80,"RT @Miraz_Aslan: Have you guys seen @Boneworld_SOL? It's dropping in 12 hours! They look dope AF!🔥

They're a collection of 10,000 generati…",insertend22,
81,"RT @R_Demidchuk: How data catalog Can Help the #DigitalTransformation Journey https://t.co/eMGfbJXwYr

#MachineLearning #BigData #Artificia…",Y_Jeetendra,"Gorakhpur, India"
82,$VENT is one of the best launchpads in the #crypto space right now as it grows faster than ever before! It hit a +1… https://t.co/fZmFQNYfFd,heather_x008,
83,"RT @RunOnFlux: Watch how easy it is to swap from one chain to another chain via FUSION! 🔥 @zelcore_io

#FLUX #blockchain #DeFi #ethereum #k…",majning,Czech Republic
84,"RT @RunOnFlux: Watch how easy it is to swap from one chain to another chain via FUSION! 🔥 @zelcore_io

#FLUX #blockchain #DeFi #ethereum #k…",BobMcge01401565,
85,#Padd.finance #blockchain #KCC #bitcoin #Padd https://t.co/DACfbWTYfG,MdAlam97527593,
86,"RT @misss_lothbrok: ⛱️ #CryptoIsland ⛱️

🌞 $CISLA is #trend 1 now on #poocoin 🥂

🌞 Buy #CISLA , co-own the first #decentralized island runn…",Gert_jan7,Duitsland
87,"RT @btc_manager: Why #StrongNode's Team and Product are Poised to Revolutionize the Big Data Industry 

BY: Ogwu Osaemezu Emmanuel

https:/…",TrustForums,
88,"RT @drseanlarkin: Why $SOUL? 

1) @PhantasmaChain is a fast, tiny fee, fully functional #SmartContract working, #Layer1 #PoS #SmartNFT #Blo…",Lizzy084416411,
89,"RT @btc_manager: Flare’s Canary Network #Songbird Successfully Passes Observation Stage 

BY: Aisshwarya Tiwari

https://t.co/PgOMYQS3Cr #B…",TrustForums,
90,"There are many collections out there that need more attention.

#NFTs #art #blockchain",SomewhereNFT,
91,"RT @TheCoinfluence: Be part of the next-gen launchpad changing the crypto industry, one project at a time.

Join our #ICO and be part of Co…",TuanQ02285279,
92,"I am sure that the test mode will give a positive result. all events always attract a lot of attention, great idea.… https://t.co/OBUnYjehTc",james_thaxton1,
93,"RT @BetYourBallsVIP: Introducing: BET YOUR BALLS $BYB 🏀

#Crypto #blockchain #betting platform for use across various #basketball leagues a…",doaibu63,
94,"RT @DeFiDiscussion: 🚀#DeFi #NFT AMA with 
@1MillionNFT

A smart-contract based web3 platform on #Ethereum #blockchain.

🗓️30 Sep 2021, 1 PM…",alamin_pro,
95,"RT @seffi_k: @unitycol @coingecko @binance @BinanceChain 🔥UNITY PROTOCOL🔥
✅ is going to announce its collaboration with other projects soon…",borhonali,"Okara, Pakistan"
96,"RT @PlanetWatchsas: 🎙 We are live 🔴 NOW 👉 https://t.co/spbXEbEjbW

@Algorand @AlgoFoundation $Planet $algo #blockchain #iot #ActOnClimate #…",AlgoBatman,Algo Gotham
97,"RT @MajicCorp: $MJWL 
Acquisition update coming before end of week. 
Stay Tuned!
#LOI #Insurtech #blockchain #Crypto #archipelago https://t…",tamitakos,"Ocala, Fla"
98,"RT @crigatuso: The digital #workplace framework

#DigitalTransformation #Digital #Leadership #ProcessMining #automation #ArtificialIntellig…",IoT_Technojeder,India
99,"RT @carnomaly: TOMORROW IS THE BIG DAY: CarrStaking goes LIVE! 🙌🏼

🚀 Earn 20% APY for a limited time on staked $carr tokens
🚀 Automated sma…",sonu43719814,
100,"RT @Seven25018140: Trumps #blockchain should have been #chainweb. Security is guaranteed guaranteed. Lol.
$KDA

""Trump played tough with Pu…",Abner369Ureil,Nebula & Tellus 
101,"RT @nycoin2014: 3/  Once NYC enters a virtuous circle, the value will grow steadily, development will be more active, and more and more sup…",BraydenCry,
102,"RT @PRISM_NFT: The PRISM NFT MARKETPLACE is an upcoming eco-friendly all-purpose NFT exchange. 

We are collaborating with world-class arti…",1999_2099,"Khewali, Pakistan"
103,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",richapandya15,
104,"RT @btc_manager: Why #StrongNode's Team and Product are Poised to Revolutionize the Big Data Industry 

BY: Ogwu Osaemezu Emmanuel

https:/…",jagga_dakku004,Pakistan
105,"RT @gft_en: 🗣 In his latest blog, @Dave_Creer examines the world of #banking &amp; #cryptocurrency and asks what the banks should do to get to…",Dave_Creer,Barcelona ES & London UK
106,RT @Conste11ation: 🎶 Top #iOS app @Geojammusic will be entering the #blockchain &amp; #crypto space by integrating its existing business model…,Miings4,
107,"RT @btc_manager: Flare’s Canary Network #Songbird Successfully Passes Observation Stage 

BY: Aisshwarya Tiwari

https://t.co/PgOMYQS3Cr #B…",jagga_dakku004,Pakistan
108,"Put power back into the hands of audio content creators 

Remote Software Engineer - Partner Engineering , with com… https://t.co/UOuGEVKWil",golangworks,London | New York
109,"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 1.1M ₳D₳ / 2.34M USD 
👁️ Tx info:
➡️ https://t.co/YVLefSJ1me… https://t.co/TVuBkvcFjP",LacedWhales,
110,"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 4.4M ₳D₳ / 9.18M USD 
👁️ Tx info:
➡️ https://t.co/zebjK9w6Fo… https://t.co/th8CjrhvBs",LacedWhales,
111,"RT @defittoken: #DEFIT Community, 

We are excited to announce that we are now live on @0xPolygon and @QuickswapDEX !🔥 

This is a massive…",crjenkins23,"Louisiana, USA"
112,"RT @crigatuso: The digital #workplace framework

#DigitalTransformation #Digital #Leadership #ProcessMining #automation #ArtificialIntellig…",DataAugmented,
113,"#TheCanCoin #cryptocurrency #blockchain #decentralization
An amazing project and it is going to be the best project… https://t.co/rgyGyyEIsl",Takin11996,
114,RT @OllieAcuna: Tomorrow!!! #ETN's #ETN_Network #blockchain update. https://t.co/2skwjtVbOM,WatchmanNews,Somewhere.
115,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",AishbigWin,
116,"I am sure that the test mode will give a positive result. all events always attract a lot of attention, great idea.… https://t.co/zFvuKK1xX6",james_thaxton1,
117,"RT @Conste11ation: ❓What is $DAG?
❓Why should you have some?
❓Where can you buy it?

All these questions and more, answered here 👇
https://…",Miings4,
118,RT @socialdefi_io: Memey + memes = Money... 💲💲💲 #pancakeswap #SocialDefi #socialmedia #Memey #memes #crypto #cryptocurrecy   #hodl #bitcoin…,AngelHd29683783,
119,This project is great with the support of a professional team.The team has a great opportunity in the market ! An i… https://t.co/c899bvJV0o,HydManzoor,"Punjab, Pakistan"
120,"RT @VergeCanada: Until @VoiceLife_inc publicly releases an update about their #technology , and exact details about how @vergecurrency #blo…",141mx,Calgary Alberta Canada 🇨🇦 
121,"RT @Cryptoislandgr1: 🥂 Congratz $CISLA #community 🥂

🔥We are on topgainers #CoinMarketCap again!!!

🔥We are breaking the system! Together!…",belgtom1,
122,"RT @DadsCrypto: Chinese Crypto Investors Blocked From CoinGecko, TradingView https://t.co/soX3azUTUS #Blockchain https://t.co/POQdt3qefP",DadsCrypto,
123,"RT @RobbieVdg: $MRPH being $MRPH and entering another final! 
Nothing to see here ...
#blockchain #supplychain #cryptocurrency #innovation…",crytp01,
124,"RT @Miraz_Aslan: Have you guys seen @Boneworld_SOL? It's dropping in 12 hours! They look dope AF!🔥

They're a collection of 10,000 generati…",vyvyonlinestore,"Bintulu, Sarawak"
125,"RT @nycoin2014: spread more NYC info on twitter  and Increasing liquidity and increasing the value of NYC can achieve better results,  let…",BraydenCry,
126,"RT @btc_manager: Why #StrongNode's Team and Product are Poised to Revolutionize the Big Data Industry 

BY: Ogwu Osaemezu Emmanuel

https:/…",Luckybitlover,Bitcoin World
127,"RT @misss_lothbrok: ⛱️ #CryptoIsland ⛱️

🌞 $CISLA is #trend 1 now on #poocoin 🥂

🌞 Buy #CISLA , co-own the first #decentralized island runn…",belgtom1,
128,"RT @btc_manager: Flare’s Canary Network #Songbird Successfully Passes Observation Stage 

BY: Aisshwarya Tiwari

https://t.co/PgOMYQS3Cr #B…",Luckybitlover,Bitcoin World
129,"The digital #workplace framework

#DigitalTransformation #Digital #Leadership #ProcessMining #automation… https://t.co/UTXKePijwt",crigatuso,"San Francisco, CA"
130,RT @Kali_Eth: Whoo guys remember @GALABETBSC ?! Their presale sold out within 40 minutes 🤯 $GALBET is listing on @PancakeSwap today at 15:0…,lfarego,
131,RT @ml_labs_irl: Well done to our PhD student Adam Stapleton for making the national final of FameLab Ireland 2021 on 30st Sep. Adam will p…,dcucomputing,"Dublin, Ireland"
132,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",Ooiiii029,"DKI Jakarta, Indonesia"
133,"RT @TheCoinfluence: Be part of the next-gen launchpad changing the crypto industry, one project at a time.

Join our #ICO and be part of Co…",Hungbeebee1,
134,"RT @FinanceChainge: 💥 Hey Chaingers, have you seen this awesome Chainge review @CryptoVofficial made?

😎 If not, make sure to check it out…",Hoang_Ha_77,
135,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",sellymycat99,
136,"RT @Ronald_vanLoon: Every 60 Seconds In China
by @K_IBOPEMedia   @Kantar_BR

#AI #IoT #BigData #MachineLearning #ArtificialIntelligence #ML…",DataScienceDojo,"Seattle, WA"
137,"RT @oropocket: We're looking for aspiring, pro-active, and dedicated people to showcase their talent and skills. 

Check below for more inf…",rohit_rai9,"New Delhi, India"
138,"RT @PRISM_NFT: The PRISM NFT MARKETPLACE is an upcoming eco-friendly all-purpose NFT exchange. 

We are collaborating with world-class arti…",menang_bigwin,
139,RT @Kali_Eth: Whoo guys remember @GALABETBSC ?! Their presale sold out within 40 minutes 🤯 $GALBET is listing on @PancakeSwap today at 15:0…,insertend22,
140,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",fianadwiAstuti,"Cilacap, Jawa Tengah"
141,"RT @Ronald_vanLoon: #Blockchain And #IoT: The Next Frontier Of Device Connectivity
by @art_malkov @Forbes

Go to: https://t.co/NwoTzdvsgP…",DataScienceDojo,"Seattle, WA"
142,"@B_o_n_d_e_x is hosting a crypto meet up this weekend in Miami for local Miami based developers and investors. 

Se… https://t.co/AuHuqwyCVT",TurnUp_Kinq,Nigeria
143,"Swiss Financial Regulator Gives First OK To Crypto Fund

#blockchain #dlike #cryptocurrency
https://t.co/PkI3GEA0kT",tron_age,USA
144,"Don't miss this project, i watch this project many time And I reached a conclusion. This project has received a lot… https://t.co/Y6TLKW1PMs",Rahimbepari20,
145,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",raileighriego,
146,RT @SUKUecosystem: BREAKING! We are excited to announce $wHBAR can now be used to lend &amp; borrow on the #SUKUDeFi protocol. The @hbarlabs to…,aamirkhanfn75,"mont Kiara, Kuala Lumpur Malay"
147,"RT @cramedgar: 📸Snapshot reminder👉October 15th!📸

 💎 $FLUX ➡️#TRON and $FLUX ➡️#SOLANA 💎

‼️ Only supported on @zelcore_io and @CoinMetro‼️…",cryptoram18,Portugal
148,"RT @DeFi_Runners: Reward Pool 100K like-USDC tokens.

Reward per account: 10 tokens.
10,000 Participants only.

Starts on 27.09.21

Access…",ina072003,
149,https://t.co/89Q2k5ktJK Avalanche (AVAX) is launching on Coinbase Pro https://t.co/IzGpYagGAn #blockchain #cryptocurrencies #crypto,5Bilionsales,Global
150,"RT @PRISM_NFT: The PRISM NFT MARKETPLACE is an upcoming eco-friendly all-purpose NFT exchange. 

We are collaborating with world-class arti…",M4SAKO,Indonesia
151,"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 1.1M ₳D₳ / 2.40M USD 
👁️ Tx info:
➡️ https://t.co/rlzu5ExhBK… https://t.co/GTNOu5al3j",LacedWhales,
152,"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 3.2M ₳D₳ / 6.76M USD 
👁️ Tx info:
➡️ https://t.co/O05Ou6KT3g… https://t.co/VmKIPlA0PC",LacedWhales,
153,"🐳 #Cardano $ADA Whale ❤️laced!
💰 Transaction Output: 4.4M ₳D₳ / 9.18M USD 
👁️ Tx info:
➡️ https://t.co/ceO1QbFmfB… https://t.co/Ld3rNbIqzW",LacedWhales,
154,"RT @Hoonie_000: @Nq99Nadeem @GillaniAyat @Tunj21 🔥🔯 UNITY PROTOCOL🔯🔥
🔯LISTING ON COINGECKO
🔯REWARDS FOR HOLDERS
🔯UNITY WALLETS
🔯CRYPTO BOTS…",rohan_mohsin,
155,"RT @VergeCanada: Until @VoiceLife_inc publicly releases an update about their #technology , and exact details about how @vergecurrency #blo…",ShibaTokenSwap,ETH Blockchain
156,"RT @Ver1fyToken: #Verify is pioneering #digital identity, data storage and financial #security.

Find out more: https://t.co/gDJaAPek95

#b…",TuanRiegoBigWin,
157,"RT @PRISM_NFT: The PRISM NFT MARKETPLACE is an upcoming eco-friendly all-purpose NFT exchange. 

We are collaborating with world-class arti…",Chinta_100,
158,"RT @dr_assif: Unity Protocol will flip the shitcoins. People who truly understand Crypto will know the real value of Unity Protocol
#UnityP…",borhonali,"Okara, Pakistan"
159,RT @DougJMillerJr: It was great to contribute to @gbaglobal's #blockchain #infrastructure event Monday in DC! We @energywebx are #cleanener…,the404code,
160,RT @ImranAyat47: This project will be very good. I am very optimistic about this project. The chances of success of this project are very h…,ImranAyat47,"Gujarat, India"
161,"RT @Xcalibus7: Programmable money is so much more than digital coins. The future of blockchain money is savings, lending, borrowing and che…",quanlbn,
162,This project will be very good. I am very optimistic about this project. The chances of success of this project are… https://t.co/MvTj0OmJHO,ImranAyat47,"Gujarat, India"
163,"RT @heather_x008: Let's gooo! We're having a new project to launch at the #VentUp launchpad🚀🔥

Don't miss this one and set your alarm folks…",cardanokid,Moon
164,"RT @Atusa81649491: Subscribe in ATUSA Youtube Channel
@cctip_com airdrop 0.00010 ETH 100
#Ethereum #Token #Tokenomics #cryptocurrencies  #C…",carlitoscol,Venezuela
165,"Luckily, I have been telling everyone to jump in #AVAX at $50. Hoping you all took the call.

Market isn't too stro… https://t.co/CwSvnwJJLQ",team_finance,"Los Angeles, CA"
166,"To read more, visit https://t.co/nzfbAb3NVC
To Find the Best Talent in the Emerging Tech Industry, Visit:… https://t.co/PdNgfEidGx",SwiftBurchIII,"Arizona, USA"
